datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset
2023-01-14,1673650800,8.0,4.0,5.9,5.9,0.6,3.8,2.5,79.6,0.579,100.0,4.17,['rain'],0.0,0.0,39.6,15.5,196.4,1014.8,66.5,17.1,25.4,2.1,1.0,07:39:21,1673678361,15:50:55,1673707855,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-01-15,1673737200,7.5,4.0,5.2,5.1,-0.3,2.0,1.7,78.6,0.0,0.0,0.0,,0.0,0.0,57.6,21.4,170.0,1004.7,93.0,15.9,5.6,0.5,0.0,07:38:31,1673764711,15:52:30,1673794350,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-01-16,1673823600,4.8,1.5,3.3,2.8,-1.1,0.3,1.5,88.1,4.733,100.0,4.17,"['rain', 'snow']",0.0,0.0,32.4,20.7,138.1,1001.0,80.8,15.3,25.8,2.2,1.0,07:37:37,1673851057,15:54:06,1673880846,0.82,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-01-17,1673910000,4.9,-1.0,2.8,3.1,-3.1,0.3,1.2,89.2,2.801,100.0,4.17,['rain'],0.0,0.0,36.0,19.1,147.8,991.1,59.3,12.5,28.8,2.6,1.0,07:36:41,1673937401,15:55:44,1673967344,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-01-18,1673996400,2.5,-0.3,1.4,1.9,-3.5,-2.1,0.6,94.5,0.773,100.0,4.17,"['rain', 'snow']",0.1,0.3,39.6,19.4,43.5,992.8,92.3,7.0,6.2,0.5,0.0,07:35:42,1674023742,15:57:23,1674053843,0.89,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-01-19,1674082800,2.5,0.8,1.8,1.2,-2.0,-0.2,0.7,92.8,3.477,100.0,4.17,"['rain', 'snow']",0.0,0.3,24.8,9.9,48.8,1005.2,91.2,8.2,7.7,0.6,0.0,07:34:40,1674110080,15:59:04,1674140344,0.92,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-01-20,1674169200,2.0,0.1,1.0,0.5,-4.8,-2.4,-0.2,91.9,2.994,100.0,4.17,"['rain', 'snow']",0.3,1.3,46.8,26.2,0.3,1014.1,92.6,8.6,14.3,1.4,1.0,07:33:35,1674196415,16:00:46,1674226846,0.95,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-01-21,1674255600,1.9,0.0,0.9,-1.7,-6.2,-4.2,0.1,94.9,2.897,100.0,4.17,"['rain', 'snow']",4.0,5.2,57.6,29.2,33.0,1017.3,95.2,4.5,6.2,0.4,0.0,07:32:27,1674282747,16:02:29,1674313349,0.0,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-01-22,1674342000,1.7,1.0,1.3,-2.1,-3.5,-2.8,0.2,92.8,3.574,100.0,4.17,"['rain', 'snow']",0.0,2.2,32.4,17.3,54.1,1029.1,96.8,8.0,9.8,0.8,0.0,07:31:17,1674369077,16:04:14,1674399854,0.02,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-01-23,1674428400,1.9,0.8,1.3,-0.8,-2.8,-1.8,0.1,91.8,0.097,100.0,4.17,"['rain', 'snow']",0.0,0.2,32.4,13.0,31.9,1036.5,97.7,6.9,9.3,0.6,0.0,07:30:04,1674455404,16:05:59,1674486359,0.05,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-01-24,1674514800,2.7,1.5,2.0,2.4,-1.5,0.4,0.8,91.4,0.0,0.0,0.0,,0.0,0.0,15.8,10.9,4.8,1038.6,93.1,7.0,12.6,1.1,1.0,07:28:48,1674541728,16:07:46,1674572866,0.09,Overcast,Cloudy skies throughout the day.,cloudy,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-01-25,1674601200,1.0,-1.5,-0.8,-0.8,-5.0,-3.3,-2.8,86.1,0.0,0.0,0.0,,0.0,0.0,17.6,14.1,274.0,1032.5,93.2,10.6,10.3,0.9,0.0,07:27:30,1674628050,16:09:33,1674659373,0.12,Overcast,Cloudy skies throughout the day.,cloudy,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-01-26,1674687600,0.9,-0.8,0.0,0.0,-3.1,-1.4,-2.6,82.9,0.0,0.0,0.0,"['rain', 'snow']",0.4,0.2,15.5,9.8,160.1,1022.1,96.1,10.8,16.5,1.5,1.0,07:26:10,1674714370,16:11:21,1674745881,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-01-27,1674774000,1.7,-0.9,0.2,1.5,-3.7,-1.6,-2.7,81.4,0.0,0.0,0.0,"['rain', 'snow']",0.4,0.4,20.9,13.3,44.6,1021.7,88.9,9.7,23.3,2.0,1.0,07:24:47,1674800687,16:13:10,1674832390,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-01-28,1674860400,0.5,-1.1,-0.1,-2.3,-5.6,-3.5,-1.9,88.1,0.0,0.0,0.0,,0.0,0.3,19.4,15.4,346.9,1024.3,96.0,10.7,5.1,0.5,0.0,07:23:22,1674887002,16:15:00,1674918900,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-01-29,1674946800,0.0,-1.8,-0.8,-4.0,-6.5,-5.2,-3.3,83.1,0.29,100.0,4.17,"['rain', 'snow']",0.1,0.3,38.2,20.4,252.0,1021.0,93.1,13.8,15.0,1.3,1.0,07:21:55,1674973315,16:16:50,1675005410,0.25,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-01-30,1675033200,2.7,-0.9,0.9,-1.9,-6.1,-3.8,-0.7,89.4,0.193,100.0,4.17,"['rain', 'snow']",0.9,1.2,50.4,25.6,238.8,1004.2,92.1,10.6,10.7,1.1,1.0,07:20:25,1675059625,16:18:41,1675091921,0.29,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-01-31,1675119600,4.0,1.8,2.6,-0.9,-3.2,-1.9,-0.8,79.0,1.449,100.0,4.17,['rain'],0.0,0.7,57.6,26.5,260.5,1007.4,85.9,16.8,25.5,2.3,1.0,07:18:54,1675145934,16:20:32,1675178432,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-01,1675206000,4.5,2.0,3.3,-0.2,-2.7,-1.5,0.6,82.3,0.966,100.0,4.17,['rain'],0.0,0.1,56.5,30.9,262.0,1003.4,84.7,16.9,20.8,1.7,1.0,07:17:20,1675232240,16:22:24,1675264944,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-02,1675292400,3.0,0.8,2.2,0.5,-4.4,-2.0,0.6,89.6,2.608,100.0,4.17,"['rain', 'snow']",0.6,0.1,43.2,25.0,280.8,1007.0,84.7,13.5,23.1,1.9,1.0,07:15:44,1675318544,16:24:16,1675351456,0.39,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-03,1675378800,1.0,-1.9,-0.2,-2.7,-6.3,-4.6,-2.5,85.1,1.159,100.0,4.17,"['rain', 'snow']",2.7,0.9,38.9,26.0,153.7,1012.8,79.1,13.4,35.3,3.0,2.0,07:14:06,1675404846,16:26:08,1675437968,0.42,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO', 'F1868']",obs,1.0
2023-02-04,1675465200,-1.0,-5.1,-2.1,-6.5,-10.2,-7.7,-5.7,77.3,3.96,100.0,4.17,"['rain', 'snow']",0.3,5.5,45.0,27.4,349.3,1023.7,72.4,14.3,56.7,4.9,3.0,07:12:27,1675491147,16:28:01,1675524481,0.46,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-05,1675551600,-2.0,-7.1,-4.0,-5.8,-12.0,-8.4,-7.8,75.5,0.097,100.0,4.17,['snow'],0.0,5.2,29.2,14.7,312.2,1036.2,76.4,17.1,29.8,2.6,1.0,07:10:45,1675577445,16:29:54,1675610994,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-06,1675638000,-1.8,-8.3,-5.7,-3.8,-12.0,-8.4,-6.8,91.6,57.95,100.0,4.17,['snow'],0.0,4.9,18.7,9.5,266.8,1039.3,58.0,4.1,38.3,3.4,2.0,07:09:02,1675663742,16:31:47,1675697507,0.52,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-07,1675724400,0.0,-6.5,-1.8,-3.5,-11.4,-5.9,-3.7,87.2,0.0,0.0,0.0,"['rain', 'snow']",5.0,4.9,28.1,15.5,292.4,1040.2,90.5,10.5,27.3,2.4,1.0,07:07:17,1675750037,16:33:40,1675784020,0.56,Overcast,Cloudy skies throughout the day.,cloudy,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-08,1675810800,1.4,-5.6,-1.5,0.0,-9.1,-3.2,-4.8,79.7,0.0,0.0,0.0,,0.0,4.8,20.2,9.4,183.3,1044.5,59.4,12.7,30.8,2.5,1.0,07:05:30,1675836330,16:35:33,1675870533,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-09,1675897200,2.6,-8.1,-2.9,-0.3,-12.0,-6.1,-8.1,69.5,0.0,0.0,0.0,,0.0,3.9,31.3,12.5,168.3,1036.9,53.9,10.9,71.9,6.3,3.0,07:03:41,1675922621,16:37:27,1675957047,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-10,1675983600,1.9,-1.8,0.1,-2.1,-6.0,-4.2,-3.8,75.6,0.0,0.0,0.0,,0.0,3.0,38.2,24.9,249.6,1030.9,80.5,11.7,27.9,2.5,1.0,07:01:51,1676008911,16:39:20,1676043560,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-11,1676070000,4.9,1.2,2.8,0.8,-3.7,-1.6,0.7,86.2,19.317,100.0,4.17,['rain'],0.0,1.7,57.6,28.3,258.2,1023.1,88.8,8.8,11.7,0.9,1.0,06:59:59,1676095199,16:41:13,1676130073,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-12,1676156400,3.0,0.0,1.5,1.2,-4.3,-1.5,-2.6,74.1,0.29,100.0,4.17,"['rain', 'snow']",0.0,0.1,35.3,24.3,303.7,1034.0,79.0,16.4,78.5,6.8,3.0,06:58:06,1676181486,16:43:07,1676216587,0.73,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-13,1676242800,5.9,3.2,4.8,2.4,-1.1,1.1,2.8,86.8,0.0,0.0,0.0,,0.0,0.0,46.8,23.0,270.1,1032.0,93.7,12.8,25.7,2.3,1.0,06:56:11,1676267771,16:45:00,1676303100,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-14,1676329200,4.9,2.1,3.6,1.9,-1.9,-0.4,1.8,88.3,0.097,100.0,4.17,['rain'],0.0,0.0,34.6,24.5,282.7,1033.0,87.8,13.0,29.0,2.4,1.0,06:54:15,1676354055,16:46:53,1676389613,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-15,1676415600,3.0,0.0,2.2,1.9,-2.4,0.3,1.2,93.0,0.0,0.0,0.0,,0.0,0.0,18.4,10.7,199.2,1031.0,91.8,6.4,14.2,1.3,1.0,06:52:18,1676440338,16:48:46,1676476126,0.83,Overcast,Cloudy skies throughout the day.,cloudy,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-16,1676502000,7.0,-2.9,1.9,4.2,-4.2,0.0,-0.4,85.9,0.0,0.0,0.0,,0.0,0.0,33.5,16.1,247.1,1021.6,34.1,5.8,68.6,6.1,3.0,06:50:19,1676526619,16:50:39,1676562639,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-17,1676588400,9.7,3.1,5.8,6.1,0.2,3.2,4.2,89.5,0.773,100.0,4.17,['rain'],0.0,0.0,65.9,34.0,238.2,1013.0,87.4,6.6,19.6,1.7,1.0,06:48:19,1676612899,16:52:31,1676649151,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-18,1676674800,8.8,2.9,5.7,5.7,-1.7,1.1,0.9,72.4,6.568,100.0,4.17,['rain'],0.0,0.0,75.6,42.7,267.8,1006.8,84.1,18.9,40.0,3.4,2.0,06:46:18,1676699178,16:54:24,1676735664,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-19,1676761200,4.6,0.7,2.7,0.4,-4.4,-1.8,-1.9,72.3,0.869,100.0,4.17,['rain'],0.0,0.0,46.8,28.4,273.9,1011.7,64.2,18.6,47.4,4.2,2.0,06:44:15,1676785455,16:56:16,1676822176,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-20,1676847600,7.8,0.8,3.9,3.2,-4.5,-0.8,0.9,81.2,0.0,0.0,0.0,['rain'],0.0,0.1,79.2,39.9,257.6,1009.3,87.0,16.3,17.5,1.4,1.0,06:42:12,1676871732,16:58:08,1676908688,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-21,1676934000,7.8,4.7,6.5,3.5,0.9,2.2,2.0,72.9,6.954,100.0,4.17,['rain'],0.0,0.0,82.8,42.3,278.5,1005.9,69.4,17.7,36.4,3.0,2.0,06:40:07,1676958007,17:00:00,1676995200,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-22,1677020400,3.9,-0.4,1.3,0.3,-5.2,-2.0,-3.1,73.5,0.0,0.0,0.0,,0.0,0.0,29.5,18.0,7.9,1018.4,82.9,18.5,39.4,3.3,2.0,06:38:02,1677044282,17:01:51,1677081711,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-23,1677106800,5.4,-2.4,1.6,2.5,-7.1,-2.1,-3.6,68.8,0.0,0.0,0.0,,0.0,0.0,36.4,20.9,130.5,1017.2,81.0,17.5,80.3,6.9,3.0,06:35:55,1677130555,17:03:43,1677168223,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-24,1677193200,7.1,1.4,4.5,5.3,-1.0,2.9,2.9,90.0,0.0,0.0,0.0,,0.0,0.0,35.6,15.3,230.0,1001.8,85.7,9.1,23.7,1.9,1.0,06:33:47,1677216827,17:05:34,1677254734,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-25,1677279600,4.0,1.8,2.7,2.0,-3.2,-0.6,1.4,91.5,4.056,100.0,4.17,"['rain', 'snow']",0.2,0.0,43.2,21.7,263.6,993.0,84.3,11.9,31.7,2.6,2.0,06:31:39,1677303099,17:07:24,1677341244,0.17,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-26,1677366000,1.0,-1.0,0.2,-1.7,-6.1,-4.1,-4.8,69.7,2.221,100.0,4.17,"['rain', 'snow']",0.1,0.6,36.7,25.4,322.4,1011.4,91.3,17.8,28.2,2.5,1.0,06:29:29,1677389369,17:09:15,1677427755,0.2,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-27,1677452400,1.0,-2.4,-0.4,-3.2,-5.3,-4.1,-7.0,62.7,0.0,0.0,0.0,,0.0,0.2,27.0,15.9,6.8,1026.0,76.0,18.8,67.9,6.1,4.0,06:27:19,1677475639,17:11:05,1677514265,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-02-28,1677538800,2.9,-6.5,-1.7,1.8,-6.8,-2.7,-7.3,67.9,0.0,0.0,0.0,,0.0,0.0,15.5,7.4,257.1,1031.1,17.3,15.8,109.5,9.4,4.0,06:25:08,1677561908,17:12:55,1677600775,0.27,Clear,Clear conditions throughout the day.,clear-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-03-01,1677625200,6.8,-4.5,0.7,4.4,-7.4,-1.9,-3.2,76.1,0.0,0.0,0.0,,0.0,0.0,36.0,13.9,263.5,1027.2,40.4,10.4,103.4,8.9,4.0,06:22:56,1677648176,17:14:44,1677687284,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-03-02,1677711600,3.0,-2.3,0.3,2.0,-4.2,-0.9,-1.6,87.2,0.0,0.0,0.0,,0.0,0.0,18.7,9.7,294.8,1023.6,58.0,8.7,30.5,2.4,1.0,06:20:43,1677734443,17:16:33,1677773793,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-03-03,1677798000,0.0,-3.1,-1.5,-2.1,-7.2,-5.9,-2.5,93.1,0.0,0.0,0.0,,0.0,0.0,36.0,23.0,269.1,1017.8,83.9,5.8,19.2,1.6,1.0,06:18:30,1677820710,17:18:22,1677860302,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-03-04,1677884400,3.0,-2.9,0.7,-1.9,-7.5,-4.7,-3.9,73.1,0.0,0.0,0.0,,0.0,0.0,61.2,33.6,273.1,1009.6,77.1,13.2,30.7,2.6,1.0,06:16:16,1677906976,17:20:11,1677946811,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-03-05,1677970800,0.0,-4.2,-2.3,-4.2,-8.4,-6.5,-6.5,73.7,0.29,100.0,4.17,['snow'],0.0,0.0,46.8,19.1,251.5,1007.8,48.1,14.9,42.4,3.6,1.0,06:14:01,1677993241,17:21:59,1678033319,0.43,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-03-06,1678057200,0.7,-7.8,-2.3,-2.0,-8.8,-4.5,-4.0,88.6,0.29,100.0,4.17,"['rain', 'snow']",0.5,1.7,26.6,11.9,208.0,1003.9,65.3,8.0,61.3,5.5,3.0,06:11:46,1678079506,17:23:47,1678119827,0.46,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-03-07,1678143600,5.0,-4.6,1.0,2.9,-7.6,-2.1,-2.2,80.4,1.642,100.0,4.17,['snow'],0.0,2.1,46.8,25.9,201.7,999.1,78.3,10.0,75.9,6.5,4.0,06:09:30,1678165770,17:25:35,1678206335,0.5,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-03-08,1678230000,4.0,-0.1,1.2,1.2,-4.9,-2.5,-2.4,78.8,0.966,100.0,4.17,"['rain', 'snow']",0.0,1.0,50.4,22.6,246.3,998.4,74.2,13.7,110.3,9.7,5.0,06:07:14,1678252034,17:27:23,1678292843,0.53,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-03-09,1678316400,0.4,-0.8,-0.1,-3.3,-5.8,-4.5,-2.1,86.5,1.932,100.0,4.17,"['rain', 'snow']",2.3,2.7,42.5,24.8,64.1,998.5,92.9,10.2,43.1,3.7,2.0,06:04:57,1678338297,17:29:10,1678379350,0.57,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-03-10,1678402800,12.4,-1.0,4.7,12.4,-6.1,2.1,2.1,84.5,1.159,100.0,4.17,"['rain', 'snow']",1.0,2.5,40.7,17.9,137.4,994.0,87.5,10.5,47.7,4.0,2.0,06:02:40,1678424560,17:30:57,1678465857,0.6,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-03-11,1678489200,7.8,-0.9,3.1,6.5,-6.7,-0.9,0.7,84.0,0.579,100.0,4.17,"['rain', 'snow']",0.4,0.6,57.6,33.6,287.9,993.2,78.0,13.7,25.7,2.4,1.0,06:00:22,1678510822,17:32:44,1678552364,0.64,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-03-12,1678575600,4.4,-1.1,1.1,0.9,-6.9,-3.5,-4.5,67.4,0.29,100.0,4.17,"['rain', 'snow']",0.1,0.3,68.4,34.5,264.2,1008.5,72.0,18.9,71.7,6.1,5.0,05:58:04,1678597084,17:34:30,1678638870,0.67,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-03-13,1678662000,11.7,0.0,6.6,11.7,-2.8,4.9,2.6,76.0,0.0,0.0,0.0,,0.0,0.0,46.8,16.7,179.5,1005.8,89.5,15.8,50.3,4.3,3.0,05:55:46,1678683346,17:36:17,1678725377,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
2023-03-14,1678748400,15.0,7.0,10.1,15.0,4.1,8.9,4.0,66.9,1.352,100.0,4.17,['rain'],0.0,0.0,46.8,21.1,179.3,996.7,73.8,18.8,72.5,6.1,3.0,05:53:27,1678769607,17:38:03,1678811883,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO', 'F1868']",obs,1.0
2023-03-15,1678834800,9.1,0.2,3.9,7.2,-3.1,0.0,-1.3,70.1,0.3,100.0,4.17,['rain'],0.0,0.0,61.2,42.2,282.0,1009.8,75.7,17.8,82.1,7.2,3.0,05:51:08,1678855868,17:39:49,1678898389,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,1.0
